spi,method,signature,status,adapter,caller_evidence,deletion_gate
AuditUserLoginDao,save,default Serializable save(AuditUserLoginBean auditUserLogin) ,removed,app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginDaoAdapter.java,app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:125:        when(studyRepository.save(any(StudyEntity.class))); app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:136:        verify(studyRepository).save(any(StudyEntity.class));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:153:        when(studyRepository.save(any(StudyEntity.class))); app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:163:        verify(studyRepository).save(existing);; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:197:        when(studyRepository.save(any(StudyEntity.class))); app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:205:        verify(studyRepository).save(existing);; app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:98:        when(repository.save(argThat(e -> {; app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:121:        verify(repository).save(argThat(e -> e.getDateCreated() != null));,Unused default SPI method removed; no runtime callers found outside ledger documentation
AuditUserLoginDao,saveOrUpdate,default AuditUserLoginBean saveOrUpdate(AuditUserLoginBean auditUserLogin) ,removed,app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ConfigurationDao.java:13:    ConfigurationBean saveOrUpdate(ConfigurationBean entity);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/EventDefinitionCrfTagDao.java:9:    default EventDefinitionCrfTag saveOrUpdate(EventDefinitionCrfTag entity) {,Unused default SPI method removed; no runtime callers found outside ledger documentation
AuthoritiesDao,findByUsername,AuthoritiesBean findByUsername(String username),module-backed,app/src/main/java/org/researchedc/module/identity/internal/adapter/AuthoritiesDaoAdapter.java,app/src/main/java/org/researchedc/module/identity/internal/adapter/AuthoritiesDaoAdapter.java:29:    public AuthoritiesBean findByUsername(String username) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
AuthoritiesDao,saveOrUpdate,default AuthoritiesBean saveOrUpdate(AuthoritiesBean authoritiesBean) ,module-backed,app/src/main/java/org/researchedc/module/identity/internal/adapter/AuthoritiesDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:73:    default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
ConfigurationDao,findAll,ArrayList<ConfigurationBean> findAll(),module-backed,app/src/main/java/org/researchedc/module/identity/internal/adapter/ConfigurationDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:20:        when(port.findAll()).thenReturn(List.of(dto));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:27:        verify(port).findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:66:    public Collection<ItemDataBean> findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:68:    public Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:17:    Collection findAll();",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
ConfigurationDao,findByKey,ConfigurationBean findByKey(String key),module-backed,app/src/main/java/org/researchedc/module/identity/internal/adapter/ConfigurationDaoAdapter.java,app/src/main/java/org/researchedc/module/identity/internal/adapter/ConfigurationDaoAdapter.java:54:    public ConfigurationBean findByKey(String key) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
ConfigurationDao,saveOrUpdate,ConfigurationBean saveOrUpdate(ConfigurationBean entity),module-backed,app/src/main/java/org/researchedc/module/identity/internal/adapter/ConfigurationDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; app/src/main/java/org/researchedc/module/crf/internal/adapter/DynamicsItemFormMetadataDaoAdapter.java:169:    public DynamicsItemFormMetadataBean saveOrUpdate(DynamicsItemFormMetadataBean entity) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionMediaDaoAdapter.java:32:    public void saveOrUpdate(CrfVersionMedia entity) {; app/src/main/java/org/researchedc/module/identity/internal/adapter/AuthoritiesDaoAdapter.java:45:    public AuthoritiesBean saveOrUpdate(AuthoritiesBean bean) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:304:    public ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) {; app/src/main/java/org/researchedc/module/identity/internal/adapter/ConfigurationDaoAdapter.java:62:    public ConfigurationBean saveOrUpdate(ConfigurationBean entity) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/VersioningMapDaoAdapter.java:20:    public void saveOrUpdate(VersioningMap entity) {; app/src/main/java/org/researchedc/module/identity/internal/adapter/UserAccountDaoAdapter.java:409:    public UserAccount saveOrUpdate(UserAccount userAccount) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
CrfVersionMediaDao,findByCrfVersionId,ArrayList<CrfVersionMedia> findByCrfVersionId(int crf_version_id),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionMediaDaoAdapter.java,"app/src/test/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupMetadataDaoAdapterTest.java:133:        when(itemGroupMetadataRepository.findByCrfVersionId(3)).thenReturn(List.of(metadata(7, 4, 3, 2)));; app/src/test/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapterTest.java:170:        when(eventCrfRepository.findByCrfVersionId(5)).thenReturn(List.of(; shared/src/main/java/org/researchedc/dao/spi/IItemGroupDAO.java:73:    default ArrayList<ItemGroup> findByCrfVersionId(Integer crfVersionId) { throw new UnsupportedOperationException(); }; app/src/main/java/org/researchedc/module/datacapture/repository/ItemGroupMetadataRepository.java:16:    List<ItemGroupMetadataEntity> findByCrfVersionId(Integer crfVersionId);; app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupMetadataDaoAdapter.java:129:        return !repository.findByCrfVersionId(crfVersionId).isEmpty();; app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupMetadataDaoAdapter.java:134:        return toBeans(repository.findByCrfVersionId(crfVersionId));; app/src/main/java/org/researchedc/module/event/repository/EventCrfRepository.java:15:    List<EventCrfEntity> findByCrfVersionId(Integer crfVersionId);; app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:164:        return toBeans(eventCrfRepository.findByCrfVersionId(versionId));",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
CrfVersionMediaDao,findById,CrfVersionMedia findById(Integer id),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionMediaDaoAdapter.java,app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:82:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:98:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:111:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:152:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:168:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:177:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:186:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:196:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
CrfVersionMediaDao,saveOrUpdate,default void saveOrUpdate(org.researchedc.domain.datamap.CrfVersionMedia entity) ,module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionMediaDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:73:    default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
